"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.0185","1,527","1","1",".TAU_application"
"100.0","0.297","1,527","1","120.375","MG_MPI"
"58.4","892","892","1","0","MPI_Finalize()"
"22.1","337","337","1","0","MPI_Init()"
"13.9","0.457","212","36","1116","MG3P"
"10.0","74","152","254","254","RESID"
"9.0","2","138","724","13032","COMM3"
"4.8","33","73","252","252","PSINV"
"4.2","9","63","4344","4344","GIVE3"
"3.5","54","54","4344","0","MPI_Send()"
"3.5","9","53","4344","4344","TAKE3"
"2.8","43","43","4344","0","MPI_Wait()"
"2.2","13","33","216","216","RPRJ3"
"1.3","16","19","4344","4344","READY"
"1.1","16","16","216","216","INTERP"
"0.8","3","12","2","17046.2","ZRAN3"
"0.3","4","4","6","0","MPI_Barrier()"
"0.3","4","4","220","0","ZERO3"
"0.2","2","2","4344","0","MPI_Irecv()"
"0.1","2","2","8192","0","VRANLC"
"0.1","1","2","4","8","NORM2U3"
"0.1","1","1","8404.75","0","RANDLC"
"0.1","1","1","1","0","ALLOC_SPACE"
"0.1","1","1","88","0","MPI_Allreduce()"
"0.1","0.818","0.818","7","0","MPI_Bcast()"
"0.0","0.0685","0.0685","0.125","0","CHECK_TIMER_FLAG"
"0.0","0.0684","0.0684","438.25","0","BUBBLE"
"0.0","0.0455","0.0455","216","0","COMM3_EX"
"0.0","0.0283","0.0291","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0274","0.0274","0.125","0","PRINT_RESULTS"
"0.0","0.0127","0.0246","6","82.75","POWER"
"0.0","0.0115","0.0115","1","0","MPI_Reduce()"
"0.0","0.00975","0.00975","2","0","SETUP"
"0.0","0.00875","0.00875","2","0","TIMER_START"
"0.0","0.00275","0.00275","17","0","TIMER_CLEAR"
"0.0","0.00137","0.00137","2","0","TIMER_STOP"
"0.0","0.0005","0.0005","1","0","MPI_Comm_size()"
"0.0","0.000375","0.000375","1","0","MPI_Comm_rank()"
"0.0","0.000125","0.000125","1.125","0","TIMER_READ"
