"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00694","1,298","1","1",".TAU_application"
"100.0","0.204","1,298","1","120.188","MG_MPI"
"68.6","891","891","1","0","MPI_Finalize()"
"27.9","362","362","1","0","MPI_Init()"
"2.6","0.348","33","36","936","MG3P"
"2.3","1","29","616","10476","COMM3"
"1.4","4","17","218","218","RESID"
"1.1","2","14","3480","3480","TAKE3"
"1.1","13","13","3516","0","MPI_Wait()"
"0.9","2","11","216","216","PSINV"
"0.6","2","7","3480","3480","GIVE3"
"0.6","0.871","7","180","180","RPRJ3"
"0.4","5","5","3516","0","MPI_Send()"
"0.4","3","5","3516","3516","READY"
"0.2","0.474","2","2","2510.62","ZRAN3"
"0.2","1","2","180","180","INTERP"
"0.1","1","1","6","0","MPI_Barrier()"
"0.1","1","1","3516","0","MPI_Irecv()"
"0.1","0.0596","1","180","108","COMM3_EX"
"0.1","0.0172","1","36","36","TAKE3_EX"
"0.1","0.821","0.821","88","0","MPI_Allreduce()"
"0.1","0.763","0.763","7","0","MPI_Bcast()"
"0.0","0.439","0.439","220","0","ZERO3"
"0.0","0.106","0.299","4","8","NORM2U3"
"0.0","0.22","0.22","1024","0","VRANLC"
"0.0","0.183","0.183","1136.25","0","RANDLC"
"0.0","0.0941","0.0941","2","0","TIMER_START"
"0.0","0.0722","0.0726","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0622","0.0622","334.625","0","BUBBLE"
"0.0","0.0325","0.0325","0.0625","0","CHECK_TIMER_FLAG"
"0.0","0.0146","0.0308","36","36","GIVE3_EX"
"0.0","0.0145","0.027","6","78.25","POWER"
"0.0","0.0267","0.0267","1","0","ALLOC_SPACE"
"0.0","0.0125","0.0125","1","0","MPI_Reduce()"
"0.0","0.0095","0.0095","0.0625","0","PRINT_RESULTS"
"0.0","0.00562","0.00562","2","0","SETUP"
"0.0","0.00231","0.00231","17","0","TIMER_CLEAR"
"0.0","0.00156","0.00156","2","0","TIMER_STOP"
"0.0","0.000438","0.000438","1","0","MPI_Comm_size()"
"0.0","0.000375","0.000375","1.0625","0","TIMER_READ"
"0.0","0","0","1","0","MPI_Comm_rank()"
