Name,#Call
.TAU,1
APPLU,1
SSOR,2
RHS,253
EXCHANGE_1,81575
MPI_Recv(),62750
EXCHANGE_3,508
MPI_Finalize(),1
INIT_COMM,1
MPI_Init(),1
MPI_Wait(),764.25
MPI_Send(),50709.8
JACLD,100001
JACU,100001
BLTS,100001
BUTS,100001
EXCHANGE_1,18750.2
SETIV,2
MPI_Recv(),12500.1
MPI_Send(),25000.2
ERHS,1
EXACT,100001
MPI_Allreduce(),10
L2NORM,4
ERROR,1
MPI_Irecv(),764.25
SETBV,2
ALLOC_SPACE,1
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
PINTGR,1
MPI_Barrier(),2
VERIFY,0.0625
EXCHANGE_4,1
EXCHANGE_6,0.5
PROC_GRID,1
EXCHANGE_5,0.5
SETCOEFF,1
MPI_Comm_rank(),1
MPI_Comm_size(),1
NEIGHBORS,1
SUBDOMAIN,1
ISQRT2,1
SET_CLASS,0.0625
