Name,#Call
.TAU,1
APPLU,1
SSOR,2
EXCHANGE_1,101228
INIT_COMM,1
MPI_Init(),1
MPI_Recv(),79968.8
RHS,253
MPI_Finalize(),1
MPI_Recv(),23845
EXCHANGE_3,508
JACLD,100001
JACU,100001
BLTS,100001
BUTS,100001
MPI_Send(),98438.5
MPI_Wait(),954.609
SETIV,2
ERHS,1
EXACT,100001
MPI_Allreduce(),10
L2NORM,4
MPI_Irecv(),954.609
MPI_Send(),1262.97
ERROR,1
READ_INPUT,1
BCAST_INPUTS,1
MPI_Bcast(),10
SETBV,2
PINTGR,1
MPI_Barrier(),2
ALLOC_SPACE,1
EXCHANGE_4,1
EXCHANGE_6,0.125
PROC_GRID,1
EXCHANGE_5,0.125
SETCOEFF,1
VERIFY,0.00390625
MPI_Comm_size(),1
MPI_Comm_rank(),1
SUBDOMAIN,1
NEIGHBORS,1
ISQRT2,1
SET_CLASS,0.00390625
