Name,#Call
.TAU,1
APPLU,1
SSOR,2
EXCHANGE_1,62248
INIT_COMM,1
MPI_Init(),1
MPI_Finalize(),1
MPI_Recv(),56412.2
RHS,253
EXCHANGE_3,508
JACLD,100001
JACU,100001
BLTS,100001
BUTS,100001
MPI_Send(),57335.2
MPI_Wait(),922.906
SETIV,2
EXACT,24589.2
ERHS,1
MPI_Allreduce(),10
L2NORM,4
ERROR,1
READ_INPUT,1
MPI_Irecv(),922.906
BCAST_INPUTS,1
MPI_Bcast(),10
SETBV,2
PINTGR,1
MPI_Barrier(),2
ALLOC_SPACE,1
EXCHANGE_4,1
EXCHANGE_5,0.25
PROC_GRID,1
VERIFY,0.0078125
EXCHANGE_6,0.125
SETCOEFF,1
MPI_Comm_size(),1
ISQRT2,1
NEIGHBORS,1
SUBDOMAIN,1
MPI_Comm_rank(),1
SET_CLASS,0.0078125
