Name,#Call
.TAU_application,1
MPSP,1
ADI,401
SETUP_MPI,1
MPI_Init(),1
MPI_Finalize(),1
COPY_FACES,402
MPI_Waitall(),24462
X_SOLVE,401
Y_SOLVE,401
Z_SOLVE,401
COMPUTE_RHS,402
LHSX,4411
MPI_Isend(),26472
LHSZ,4411
LHSY,4411
MPI_Irecv(),26472
INITIALIZE,2
TZETAR,4411
TXINVR,401
EXACT_SOLUTION,38482.2
ADD,401
PINVR,4411
NINVR,4411
EXACT_RHS,1
MPI_Barrier(),2
VERIFY,1
MPI_Comm_dup(),2
ERROR_NORM,1
MPI_Bcast(),4
MPI_Allreduce(),2
RHS_NORM,1
LHSINIT,1
ALLOC_SPACE,1
MPI_Reduce(),1
SET_CONSTANTS,1
MAKE_SET,1
COMPUTE_BUFFER_SIZE,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
SET_CLASS,0.00826446
