Name,#Call
.TAU_application,1
MPSP,1
ADI,501
MPI_Waitall(),42586
Y_SOLVE,501
Z_SOLVE,501
X_SOLVE,501
COPY_FACES,502
COMPUTE_RHS,502
LHSZ,7515
LHSY,7515
LHSX,7515
ADD,501
TXINVR,501
TZETAR,7515
INITIALIZE,2
EXACT_SOLUTION,4.95277E+06
MPI_Isend(),45096
SETUP_MPI,1
MPI_Init(),1
MPI_Finalize(),1
NINVR,7515
MPI_Irecv(),45096
PINVR,7515
EXACT_RHS,1
VERIFY,1
ERROR_NORM,1
MPI_Barrier(),2
MPI_Allreduce(),2
RHS_NORM,1
LHSINIT,1
ALLOC_SPACE,1
MPI_Comm_dup(),2
MPI_Bcast(),4
MPI_Reduce(),1
MAKE_SET,1
SET_CONSTANTS,1
COMPUTE_BUFFER_SIZE,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
SET_CLASS,0.00444444
