Name,#Call
.TAU_application,1
MPSP,1
ADI,401
SETUP_MPI,1
MPI_Init(),1
MPI_Finalize(),1
MPI_Waitall(),26868
COPY_FACES,402
Y_SOLVE,401
X_SOLVE,401
Z_SOLVE,401
COMPUTE_RHS,402
LHSX,4812
MPI_Isend(),28878
LHSZ,4812
LHSY,4812
MPI_Irecv(),28878
TZETAR,4812
TXINVR,401
INITIALIZE,2
ADD,401
EXACT_SOLUTION,32656.1
PINVR,4812
NINVR,4812
EXACT_RHS,1
MPI_Barrier(),2
VERIFY,1
MPI_Comm_dup(),2
ERROR_NORM,1
MPI_Allreduce(),2
MPI_Bcast(),4
RHS_NORM,1
LHSINIT,1
ALLOC_SPACE,1
MPI_Reduce(),1
SET_CONSTANTS,1
MAKE_SET,1
COMPUTE_BUFFER_SIZE,1
MPI_Comm_size(),1
MPI_Comm_rank(),1
SET_CLASS,0.00694444
