"%Time","Exclusive","Inclusive","#Call","#Subrs","Name"
"100.0","0.00802","1,047","1","1",".TAU_application"
"100.0","0.3","1,047","1","70.0234","MG_MPI"
"49.8","522","522","1","0","MPI_Finalize()"
"48.5","507","507","1","0","MPI_Init()"
"0.8","0.0752","8","11","231","MG3P"
"0.7","0.379","7","158","2212.88","COMM3"
"0.6","6","6","763.75","0","MPI_Wait()"
"0.5","0.299","4","725.25","725.25","TAKE3"
"0.5","0.173","4","2","399.5","ZRAN3"
"0.3","3","3","88","0","MPI_Allreduce()"
"0.3","0.0565","3","57","57","RESID"
"0.2","2","2","6","0","MPI_Barrier()"
"0.2","0.038","2","55","55","PSINV"
"0.2","0.0575","2","44","44","INTERP"
"0.2","0.0325","1","44","115.5","COMM3_EX"
"0.2","0.0166","1","38.5","38.5","TAKE3_EX"
"0.1","0.0234","1","44","44","RPRJ3"
"0.1","0.294","1","725.25","725.25","GIVE3"
"0.1","1","1","763.75","0","MPI_Send()"
"0.1","0.999","0.999","7","0","MPI_Bcast()"
"0.1","0.00597","0.88","4","8","NORM2U3"
"0.1","0.342","0.585","763.75","763.75","READY"
"0.0","0.244","0.244","763.75","0","MPI_Irecv()"
"0.0","0.0157","0.0793","38.5","38.5","GIVE3_EX"
"0.0","0.0312","0.0312","167.5","0","BUBBLE"
"0.0","0.0289","0.0295","1","2","GET_ACTIVE_NPROCS"
"0.0","0.0282","0.0282","2","0","SETUP"
"0.0","0.0278","0.0278","85.125","0","ZERO3"
"0.0","0.0139","0.0256","6","72.2812","POWER"
"0.0","0.024","0.024","146.281","0","RANDLC"
"0.0","0.0169","0.0169","2","0","TIMER_START"
"0.0","0.0155","0.0155","1","0","ALLOC_SPACE"
"0.0","0.0115","0.0115","64","0","VRANLC"
"0.0","0.00783","0.00783","1","0","MPI_Reduce()"
"0.0","0.00384","0.00384","0.0078125","0","CHECK_TIMER_FLAG"
"0.0","0.00295","0.00295","17","0","TIMER_CLEAR"
"0.0","0.00103","0.00103","0.0078125","0","PRINT_RESULTS"
"0.0","0.000789","0.000789","2","0","TIMER_STOP"
"0.0","0.000375","0.000375","1","0","MPI_Comm_size()"
"0.0","0.000172","0.000172","1","0","MPI_Comm_rank()"
"0.0","0.000172","0.000172","1.00781","0","TIMER_READ"
